,rank,lemma,Spanish,lemma (disambiguated),show
673,614.0,seguro,segura,,*segura* (seguro)
674,615.0,querida,querida,querida,querida
675,615.0,querido,querida,querido,*querida* (querido)
676,615.0,querer,querida,querer,*querida* (querer)
677,616.0,niña,niña,,niña
678,617.0,increíble,increíble,,increíble
679,618.0,además,además,,además
680,619.0,deber,deben,,*deben* (deber)
681,620.0,libro,libro,,libro
682,621.0,calle,calle,calle,calle
683,621.0,callar,calle,callar,*calle* (callar)
684,622.0,café,café,,café
685,623.0,pensar,piensas,,*piensas* (pensar)
686,624.0,hacer,hacemos,,*hacemos* (hacer)
687,625.0,especial,especial,,especial
688,626.0,querer,queremos,,*queremos* (querer)
689,627.0,ir,irme,,*irme* (ir)
690,628.0,perfecto,perfecto,,perfecto
691,629.0,buscar,buscar,,buscar
692,630.0,odio,odio,odio,odio
693,630.0,odiar,odio,odiar,*odio* (odiar)
694,631.0,pensar,piensa,,*piensa* (pensar)
695,632.0,oficina,oficina,,oficina
696,633.0,hablar,hablas,hablar,*hablas* (hablar)
697,633.0,habla,hablas,habla,*hablas* (habla)
698,634.0,libre,libre,,libre
699,635.0,agente,agente,,agente
700,637.0,llamar,llamar,,llamar
701,638.0,malo,mala,malo,*mala* (malo)
702,638.0,mala,mala,mala,mala
703,639.0,detrás,detrás,,detrás
704,640.0,ver,viste,,*viste* (ver)
705,641.0,decir,dile,,*dile* (decir)
706,642.0,grande,grandes,,*grandes* (grande)
707,643.0,recordar,recuerdas,,*recuerdas* (recordar)
708,644.0,real,real,,real
709,645.0,estar,estaban,,*estaban* (estar)
710,646.0,mío,mía,,*mía* (mío)
711,647.0,frente,frente,,frente
712,648.0,perder,perdido,,*perdido* (perder)
713,649.0,llamar,llamo,,*llamo* (llamar)
714,650.0,muerto,muertos,,*muertos* (muerto)
715,651.0,millón,millones,,*millones* (millón)
716,652.0,asesino,asesino,asesino,asesino
717,652.0,asesinar,asesino,asesinar,*asesino* (asesinar)
718,653.0,sueño,sueño,sueño,sueño
719,653.0,soñar,sueño,soñar,*sueño* (soñar)
720,654.0,querer,quisiera,,*quisiera* (querer)
721,655.0,haber,habría,,*habría* (haber)
722,656.0,hacer,hará,,*hará* (hacer)
723,657.0,viaje,viaje,viaje,viaje
724,657.0,viajar,viaje,viajar,*viaje* (viajar)
725,658.0,probablemente,probablemente,,probablemente
726,659.0,resto,resto,,resto
727,660.0,estar,estaré,,*estaré* (estar)
728,661.0,maldición,maldición,,maldición
729,662.0,lamento,lamento,lamento,lamento
730,662.0,lamentar,lamento,lamentar,*lamento* (lamentar)
731,663.0,muchacho,muchacho,,muchacho
732,664.0,avión,avión,,avión
733,665.0,ropa,ropa,,ropa
734,666.0,fuerza,fuerza,fuerza,fuerza
735,666.0,forzar,fuerza,forzar,*fuerza* (forzar)
736,667.0,llamado,llamado,llamado,llamado
737,667.0,llamar,llamado,llamar,*llamado* (llamar)
738,668.0,oído,oído,oído,oído
739,668.0,oír,oído,oír,*oído* (oír)
740,669.0,dado,dado,dado,dado
741,669.0,dar,dado,dar,*dado* (dar)
742,670.0,encima,encima,,encima
743,671.0,negro,negro,,negro
744,672.0,usar,usar,,usar
745,673.0,información,información,,información
746,674.0,ustedes,uds,,*uds* (ustedes)
747,675.0,preguntar,preguntas,preguntar,*preguntas* (preguntar)
748,675.0,pregunta,preguntas,pregunta,*preguntas* (pregunta)
749,676.0,tener,tuvo,,*tuvo* (tener)
750,677.0,secreto,secreto,,secreto
751,678.0,volver,vuelve,,*vuelve* (volver)
752,679.0,mirar,miren,,*miren* (mirar)
753,680.0,querer,quieras,,*quieras* (querer)
754,681.0,hacer,haría,,*haría* (hacer)
755,682.0,acabar,acaba,,*acaba* (acabar)
756,683.0,otro,otras,,*otras* (otro)
757,684.0,incluso,incluso,,incluso
758,685.0,sentir,sientes,sentir,*sientes* (sentir)
759,685.0,sentar,sientes,sentar,*sientes* (sentar)
760,686.0,deber,deberíamos,,*deberíamos* (deber)
761,687.0,hacer,haz,hacer,*haz* (hacer)
762,687.0,haz,haz,haz,haz
763,688.0,decir,decirte,,*decirte* (decir)
764,689.0,boca,boca,,boca
765,690.0,dolor,dolor,,dolor
766,691.0,baño,baño,baño,baño
767,691.0,bañar,baño,bañar,*baño* (bañar)
768,692.0,adentro,adentro,,adentro
769,693.0,profesor,profesor,,profesor
770,694.0,habitación,habitación,,habitación
771,695.0,daño,daño,daño,daño
772,695.0,dañar,daño,dañar,*daño* (dañar)
773,696.0,tuyo,tuyo,,tuyo
774,697.0,ser,seas,,*seas* (ser)
775,698.0,noticia,noticias,,*noticias* (noticia)
776,699.0,demás,demás,,demás
777,700.0,querido,querido,querido,querido
778,700.0,querer,querido,querer,*querido* (querer)
779,701.0,duro,duro,duro,duro
780,701.0,durar,duro,durar,*duro* (durar)
781,702.0,poner,poner,,poner
782,703.0,prueba,prueba,prueba,prueba
783,703.0,probar,prueba,probar,*prueba* (probar)
784,704.0,mirar,mire,,*mire* (mirar)
785,705.0,tonto,tonto,,tonto
786,706.0,campo,campo,campo,campo
787,706.0,campar,campo,campar,*campo* (campar)
788,707.0,ser,siendo,,*siendo* (ser)
789,708.0,diez,diez,,diez
790,709.0,ese,ése,,*ése* (ese)
791,710.0,tranquilo,tranquilo,,tranquilo
792,711.0,asunto,asunto,,asunto
793,712.0,acabar,acabó,,*acabó* (acabar)
794,713.0,quedar,quédate,,*quédate* (quedar)
795,714.0,derecho,derecho,,derecho
796,715.0,placer,placer,,placer
797,716.0,recordar,recuerda,,*recuerda* (recordar)
798,717.0,estar,estuve,,*estuve* (estar)
799,718.0,tratar,tratando,,*tratando* (tratar)
800,719.0,ejército,ejército,,ejército
801,720.0,futuro,futuro,,futuro
802,721.0,llevar,llevar,,llevar
803,722.0,compañía,compañía,,compañía
804,723.0,venir,venido,,*venido* (venir)
805,724.0,listo,listos,,*listos* (listo)
806,725.0,hacer,haremos,,*haremos* (hacer)
807,726.0,sitio,sitio,,sitio
808,727.0,ver,verlo,,*verlo* (ver)
809,728.0,puesto,puesto,puesto,puesto
810,728.0,poner,puesto,poner,*puesto* (poner)
811,729.0,atención,atención,,atención
812,730.0,sino,sino,,sino
813,731.0,cambiar,cambiar,,cambiar
814,732.0,error,error,,error
815,733.0,blanco,blanco,,blanco
816,734.0,raro,raro,,raro
817,735.0,palabra,palabras,,*palabras* (palabra)
818,736.0,llegar,llegó,,*llegó* (llegar)
819,737.0,sal,sal,sal,sal
820,737.0,salir,sal,salir,*sal* (salir)
821,738.0,pasar,pase,,*pase* (pasar)
822,739.0,mente,mente,,mente
823,740.0,sistema,sistema,,sistema
824,741.0,película,película,,película
825,742.0,andar,anda,,*anda* (andar)
826,743.0,ello,ello,,ello
827,744.0,negocio,negocio,negocio,negocio
828,744.0,negociar,negocio,negociar,*negocio* (negociar)
829,745.0,novia,novia,,novia
830,746.0,permiso,permiso,,permiso
831,747.0,creer,creí,,*creí* (creer)
832,748.0,sonar,suena,,*suena* (sonar)
833,749.0,ocurrir,ocurre,,*ocurre* (ocurrir)
834,750.0,oficial,oficial,,oficial
835,751.0,esperar,espere,,*espere* (esperar)
836,752.0,aire,aire,,aire
837,753.0,matar,mató,,*mató* (matar)
838,754.0,regresar,regresar,,regresar
839,755.0,ver,vio,,*vio* (ver)
840,756.0,hacer,hazlo,,*hazlo* (hacer)
841,757.0,trasero,trasero,,trasero
842,758.0,grupo,grupo,,grupo
843,759.0,entender,entendido,,*entendido* (entender)
844,760.0,señorita,señorita,,señorita
845,761.0,música,música,,música
846,762.0,perra,perra,,perra
847,763.0,conocer,conoce,,*conoce* (conocer)
848,764.0,empezar,empezar,,empezar
849,765.0,sentir,siente,sentir,*siente* (sentir)
850,765.0,sentar,siente,sentar,*siente* (sentar)
851,766.0,acabar,acabo,,*acabo* (acabar)
852,767.0,estúpido,estúpido,,estúpido
853,768.0,diferente,diferente,,diferente
854,769.0,traer,traje,traer,*traje* (traer)
855,769.0,traje,traje,traje,traje
856,770.0,modo,modo,,modo
857,771.0,encontrar,encontré,,*encontré* (encontrar)
858,772.0,mensaje,mensaje,,mensaje
859,773.0,llamada,llamada,llamada,llamada
860,773.0,llamar,llamada,llamar,*llamada* (llamar)
861,774.0,navidad,navidad,,navidad
862,775.0,ser,eras,,*eras* (ser)
863,776.0,pena,pena,pena,pena
864,776.0,penar,pena,penar,*pena* (penar)
865,777.0,largo,largo,largo,largo
866,777.0,largar,largo,largar,*largo* (largar)
867,778.0,entrar,entra,,*entra* (entrar)
868,779.0,piso,piso,piso,piso
869,779.0,pisar,piso,pisar,*piso* (pisar)
870,780.0,foto,foto,,foto
871,781.0,decir,dijeron,,*dijeron* (decir)
872,782.0,médico,médico,,médico
873,783.0,accidente,accidente,,accidente
874,784.0,ir,fuiste,ir,*fuiste* (ir)
875,784.0,ser,fuiste,ser,*fuiste* (ser)
876,785.0,imposible,imposible,,imposible
877,786.0,poder,podríamos,,*podríamos* (poder)
878,787.0,línea,línea,,línea
879,788.0,propio,propia,,*propia* (propio)
880,789.0,barco,barco,,barco
881,790.0,ganar,ganar,,ganar
882,791.0,normal,normal,,normal
883,792.0,segundo,segundos,,*segundos* (segundo)
884,793.0,vivir,vive,,*vive* (vivir)
885,794.0,mitad,mitad,,mitad
886,795.0,querer,quiera,,*quiera* (querer)
887,796.0,tras,tras,,tras
888,797.0,decir,decirle,,*decirle* (decir)
889,798.0,lindo,lindo,,lindo
890,799.0,funcionar,funciona,,*funciona* (funcionar)
891,800.0,programa,programa,,programa
892,801.0,venir,vine,,*vine* (venir)
893,802.0,abrir,abre,,*abre* (abrir)
894,803.0,ser,sean,,*sean* (ser)
895,804.0,pagar,pagar,,pagar
896,805.0,foto,fotos,,*fotos* (foto)
897,806.0,centro,centro,centro,centro
898,806.0,centrar,centro,centrar,*centro* (centrar)
899,807.0,suponer,supone,,*supone* (suponer)
900,808.0,basura,basura,,basura
901,809.0,situación,situación,,situación
902,810.0,mejor,mejores,,*mejores* (mejor)
903,811.0,venir,vienen,,*vienen* (venir)
904,812.0,encantar,encanta,,*encanta* (encantar)
905,813.0,marido,marido,,marido
906,814.0,personal,personal,,personal
907,815.0,maestro,maestro,,maestro
908,816.0,hambre,hambre,,hambre
909,817.0,ataque,ataque,ataque,ataque
910,817.0,atacar,ataque,atacar,*ataque* (atacar)
911,818.0,culo,culo,,culo
912,819.0,dar,dale,,*dale* (dar)
913,820.0,pie,pie,,pie
914,821.0,conseguir,conseguir,,conseguir
915,822.0,trabajar,trabajando,,*trabajando* (trabajar)
916,823.0,gracioso,gracioso,,gracioso
917,824.0,dejar,dejó,,*dejó* (dejar)
918,825.0,poder,pudo,,*pudo* (poder)
919,826.0,derecha,derecha,,derecha
920,827.0,izquierda,izquierda,,izquierda
921,828.0,próximo,próxima,,*próxima* (próximo)
922,829.0,pobre,pobre,,pobre
923,830.0,respuesta,respuesta,,respuesta
924,831.0,tipo,tipos,,*tipos* (tipo)
925,832.0,sentir,sentir,,sentir
926,833.0,tener,tenías,,*tenías* (tener)
927,834.0,poder,pude,,*pude* (poder)
928,835.0,dar,darle,,*darle* (dar)
929,836.0,voz,voz,,voz
930,837.0,amiga,amiga,,amiga
931,838.0,gustar,gustan,,*gustan* (gustar)
932,839.0,vista,vista,vista,vista
933,839.0,ver,vista,ver,*vista* (ver)
934,840.0,salvo,salvo,salvo,salvo
935,840.0,salvar,salvo,salvar,*salvo* (salvar)
936,841.0,loco,loca,,*loca* (loco)
937,842.0,hotel,hotel,,hotel
938,843.0,hacer,hicieron,,*hicieron* (hacer)
939,844.0,tener,ten,,*ten* (tener)
940,845.0,temer,temo,,*temo* (temer)
941,846.0,señal,señal,,señal
942,847.0,pelo,pelo,pelo,pelo
943,847.0,pelar,pelo,pelar,*pelo* (pelar)
944,848.0,llevar,llevo,,*llevo* (llevar)
945,849.0,ayer,ayer,,ayer
946,850.0,dar,das,,*das* (dar)
947,851.0,nena,nena,,nena
948,852.0,servicio,servicio,,servicio
949,853.0,tren,tren,,tren
950,854.0,bonito,bonito,,bonito
951,855.0,mes,mes,,mes
952,856.0,tener,tendrá,,*tendrá* (tener)
953,857.0,tener,tendrás,,*tendrás* (tener)
954,858.0,edad,edad,,edad
955,859.0,ellas,ellas,,ellas
956,860.0,hermoso,hermosa,,*hermosa* (hermoso)
957,861.0,honor,honor,,honor
958,862.0,simplemente,simplemente,,simplemente
959,863.0,llamar,llamas,llamar,*llamas* (llamar)
960,863.0,llama,llamas,llama,*llamas* (llama)
961,864.0,tener,tengas,,*tengas* (tener)
962,865.0,correr,corre,,*corre* (correr)
963,866.0,bajo,baja,bajo,*baja* (bajo)
964,866.0,baja,baja,baja,baja
965,867.0,sol,sol,,sol
966,868.0,sentar,siéntate,,*siéntate* (sentar)
967,869.0,dar,dan,,*dan* (dar)
968,870.0,humano,humano,,humano
969,871.0,divertido,divertido,divertido,divertido
970,871.0,divertir,divertido,divertir,*divertido* (divertir)
971,872.0,sexo,sexo,,sexo
972,873.0,vuelto,vuelto,vuelto,vuelto
973,873.0,volver,vuelto,volver,*vuelto* (volver)
974,874.0,peligro,peligro,peligro,peligro
975,874.0,peligrar,peligro,peligrar,*peligro* (peligrar)
976,875.0,mesa,mesa,,mesa
977,876.0,siguiente,siguiente,,siguiente
978,877.0,hablar,hablo,,*hablo* (hablar)
979,878.0,disculpa,disculpa,disculpa,disculpa
980,878.0,disculpar,disculpa,disculpar,*disculpa* (disculpar)
981,879.0,decir,decirme,,*decirme* (decir)
982,880.0,caja,caja,,caja
983,881.0,negocio,negocios,negocio,*negocios* (negocio)
984,881.0,negociar,negocios,negociar,*negocios* (negociar)
985,882.0,misión,misión,,misión
986,883.0,silencio,silencio,,silencio
987,884.0,salir,sale,,*sale* (salir)
988,885.0,llegar,llegado,,*llegado* (llegar)
989,886.0,estar,estaría,,*estaría* (estar)
990,887.0,regreso,regreso,regreso,regreso
991,887.0,regresar,regreso,regresar,*regreso* (regresar)
992,888.0,media,media,media,media
993,888.0,medio,media,medio,*media* (medio)
994,889.0,estar,estan,,*estan* (estar)
995,890.0,propio,propio,,propio
996,891.0,oro,oro,oro,oro
997,891.0,orar,oro,orar,*oro* (orar)
998,892.0,enseguida,enseguida,,enseguida
999,893.0,lindo,linda,,*linda* (lindo)
1000,894.0,prometer,prometo,,*prometo* (prometer)
1001,895.0,esposo,esposo,esposo,esposo
1002,895.0,esposar,esposo,esposar,*esposo* (esposar)
1003,896.0,norte,norte,,norte
1004,897.0,haber,hubo,,*hubo* (haber)
1005,898.0,jurar,juro,,*juro* (jurar)
1006,899.0,muerto,muerta,muerto,*muerta* (muerto)
1007,899.0,morir,muerta,morir,*muerta* (morir)
1008,900.0,interesante,interesante,,interesante
1009,901.0,pensar,pensaba,,*pensaba* (pensar)
1010,902.0,buscar,busca,buscar,*busca* (buscar)
1011,902.0,busca,busca,busca,busca
1012,903.0,terminar,terminar,,terminar
1013,904.0,tener,tendré,,*tendré* (tener)
1014,905.0,completamente,completamente,,completamente
1015,906.0,cita,cita,cita,cita
1016,906.0,citar,cita,citar,*cita* (citar)
1017,907.0,siete,siete,,siete
1018,908.0,cumpleaños,cumpleaños,,cumpleaños
1019,909.0,abogado,abogado,,abogado
1020,910.0,alrededor,alrededor,,alrededor
1021,911.0,cerebro,cerebro,,cerebro
1022,912.0,porqué,porqué,,porqué
1023,913.0,llave,llave,,llave
1024,914.0,santo,santo,,santo
1025,915.0,hermoso,hermoso,,hermoso
1026,916.0,necesario,necesario,,necesario
1027,917.0,edificio,edificio,,edificio
1028,918.0,ir,irnos,,*irnos* (ir)
1029,919.0,aun,aun,,aun
1030,920.0,tener,tendremos,,*tendremos* (tener)
1031,921.0,ir,vayas,,*vayas* (ir)
1032,922.0,dar,doy,,*doy* (dar)
1033,923.0,traer,trae,,*trae* (traer)
1034,924.0,salir,salió,,*salió* (salir)
1035,925.0,ley,ley,,ley
1036,926.0,ahí,ahi,,*ahi* (ahí)
1037,927.0,verdadero,verdadero,,verdadero
1038,928.0,pelea,pelea,pelea,pelea
1039,928.0,pelear,pelea,pelear,*pelea* (pelear)
1040,929.0,banco,banco,,banco
1041,930.0,terrible,terrible,,terrible
1042,931.0,calma,calma,calma,calma
1043,931.0,calmar,calma,calmar,*calma* (calmar)
1044,932.0,cena,cena,cena,cena
1045,932.0,cenar,cena,cenar,*cena* (cenar)
1046,933.0,dar,daré,,*daré* (dar)
1047,934.0,gobierno,gobierno,,gobierno
1048,935.0,comprar,comprar,,comprar
1049,936.0,creer,creen,creer,*creen* (creer)
1050,936.0,crear,creen,crear,*creen* (crear)
1051,937.0,sargento,sargento,,sargento
1052,938.0,destino,destino,,destino
1053,939.0,existir,existe,,*existe* (existir)
1054,940.0,hacer,hacía,,*hacía* (hacer)
1055,941.0,novio,novio,,novio
1056,942.0,sala,sala,,sala
1057,943.0,través,través,,través
1058,944.0,regalo,regalo,regalo,regalo
1059,944.0,regalar,regalo,regalar,*regalo* (regalar)
1060,945.0,iglesia,iglesia,,iglesia
1061,946.0,decir,decía,,*decía* (decir)
1062,947.0,cualquiera,cualquiera,,cualquiera
1063,948.0,excelente,excelente,,excelente
1064,949.0,esperar,esperen,,*esperen* (esperar)
1065,950.0,deseo,deseo,deseo,deseo
1066,950.0,desear,deseo,desear,*deseo* (desear)
1067,951.0,alma,alma,,alma
1068,952.0,diablo,diablo,,diablo
1069,953.0,dejar,deje,,*deje* (dejar)
1070,954.0,cuántos,cuántos,,cuántos
1071,955.0,espada,espada,,espada
1072,956.0,estar,estábamos,,*estábamos* (estar)
1073,957.0,carne,carne,,carne
1074,958.0,maravilloso,maravilloso,,maravilloso
1075,959.0,vida,vidas,,*vidas* (vida)
1076,960.0,suceder,sucedió,,*sucedió* (suceder)
1077,961.0,oír,oí,,*oí* (oír)
1078,962.0,peligroso,peligroso,,peligroso
1079,963.0,dirección,dirección,,dirección
1080,964.0,libertad,libertad,,libertad
1081,965.0,Jesús,jesús,,*jesús* (Jesús)
1082,966.0,ocurrir,ocurrió,,*ocurrió* (ocurrir)
1083,967.0,ver,veré,,*veré* (ver)
1084,968.0,sueño,sueños,,*sueños* (sueño)
1085,969.0,poder,pudiera,,*pudiera* (poder)
1086,970.0,detective,detective,,detective
1087,971.0,sorpresa,sorpresa,,sorpresa
1088,972.0,tuyo,tuya,,*tuya* (tuyo)
1089,973.0,pie,pies,,*pies* (pie)
1090,974.0,club,club,,club
1091,975.0,terminar,terminado,,*terminado* (terminar)
1092,976.0,infierno,infierno,,infierno
1093,977.0,creer,creía,,*creía* (creer)
1094,978.0,luna,luna,,luna
1095,979.0,salvar,salvar,,salvar
1096,980.0,carta,carta,,carta
1097,981.0,estar,estés,,*estés* (estar)
1098,982.0,cielo,cielos,,*cielos* (cielo)
1099,983.0,teniente,teniente,,teniente
1100,984.0,encontrar,encuentra,,*encuentra* (encontrar)
1101,985.0,ver,veamos,,*veamos* (ver)
1102,986.0,querer,quise,,*quise* (querer)
1103,987.0,escuchar,escúchame,,*escúchame* (escuchar)
1104,988.0,necesitar,necesitan,,*necesitan* (necesitar)
1105,989.0,ambos,ambos,ambos,ambos
1106,989.0,ambo,ambos,ambo,*ambos* (ambo)
1107,990.0,decisión,decisión,,decisión
1108,991.0,enemigo,enemigo,,enemigo
1109,992.0,hacer,hicimos,,*hicimos* (hacer)
1110,993.0,dulce,dulce,,dulce
1111,994.0,prueba,pruebas,prueba,*pruebas* (prueba)
1112,994.0,probar,pruebas,probar,*pruebas* (probar)
1113,995.0,querer,querías,,*querías* (querer)
1114,996.0,abuelo,abuelo,,abuelo
1115,997.0,totalmente,totalmente,,totalmente
1116,998.0,mirar,mirando,,*mirando* (mirar)
1117,999.0,ir,vayan,,*vayan* (ir)
1118,1000.0,carrera,carrera,,carrera
1119,1001.0,vuelo,vuelo,vuelo,vuelo
1120,1001.0,volar,vuelo,volar,*vuelo* (volar)
1121,1002.0,ante,ante,,ante
1122,1003.0,bienvenido,bienvenido,,bienvenido
1123,1004.0,hacer,harás,,*harás* (hacer)
1124,1005.0,encontrar,encontramos,,*encontramos* (encontrar)
1125,1006.0,encontrar,encontrado,,*encontrado* (encontrar)
1126,1007.0,contacto,contacto,contacto,contacto
1127,1007.0,contactar,contacto,contactar,*contacto* (contactar)
1128,1008.0,posición,posición,,posición
1129,1009.0,saber,saberlo,,*saberlo* (saber)
1130,1010.0,planeta,planeta,,planeta
1131,1011.0,humano,humanos,,*humanos* (humano)
1132,1012.0,coronel,coronel,,coronel
1133,1013.0,junto,junto,junto,junto
1134,1013.0,juntar,junto,juntar,*junto* (juntar)
1135,1014.0,decir,diría,,*diría* (decir)
1136,1015.0,ese,ésa,,*ésa* (ese)
1137,1016.0,base,base,base,base
1138,1016.0,basar,base,basar,*base* (basar)
1139,1017.0,oír,oír,,oír
1140,1018.0,suelo,suelo,suelo,suelo
1141,1018.0,soler,suelo,soler,*suelo* (soler)
1142,1019.0,pelear,pelear,,pelear
1143,1020.0,ayudar,ayudarte,,*ayudarte* (ayudar)
1144,1021.0,pistola,pistola,,pistola
1145,1022.0,frío,frío,frío,frío
1146,1022.0,freír,frío,freír,*frío* (freír)
1147,1023.0,comandante,comandante,,comandante
1148,1024.0,parte,partes,parte,*partes* (parte)
1149,1024.0,partir,partes,partir,*partes* (partir)
1150,1025.0,llegar,llega,,*llega* (llegar)
1151,1026.0,ver,verás,,*verás* (ver)
1152,1027.0,sur,sur,,sur
1153,1028.0,ir,iremos,,*iremos* (ir)
1154,1029.0,rato,rato,,rato
1155,1030.0,mar,mar,,mar
1156,1031.0,espacio,espacio,,espacio
1157,1032.0,asesinato,asesinato,,asesinato
1158,1033.0,ventana,ventana,,ventana
1159,1034.0,prisa,prisa,,prisa
1160,1035.0,tienda,tienda,tienda,tienda
1161,1035.0,tender,tienda,tender,*tienda* (tender)
1162,1036.0,cámara,cámara,,cámara
1163,1037.0,poder,puedas,,*puedas* (poder)
1164,1038.0,según,según,,según
1165,1039.0,broma,broma,,broma
1166,1040.0,reunión,reunión,,reunión
1167,1041.0,despertar,despierta,,*despierta* (despertar)
1168,1042.0,sacar,sacar,,sacar
1169,1043.0,ti,tí,,*tí* (ti)
1170,1044.0,segundo,segunda,,*segunda* (segundo)
1171,1045.0,papel,papel,,papel
1172,1046.0,locura,locura,,locura
1173,1047.0,departamento,departamento,,departamento
1174,1048.0,horrible,horrible,,horrible
1175,1049.0,enfermo,enfermo,,enfermo
1176,1050.0,preguntar,pregunto,,*pregunto* (preguntar)
1177,1051.0,cárcel,cárcel,,cárcel
1178,1052.0,orden,órdenes,,*órdenes* (orden)
1179,1053.0,intento,intento,intento,intento
1180,1053.0,intentar,intento,intentar,*intento* (intentar)
1181,1054.0,isla,isla,,isla
1182,1055.0,salida,salida,salida,salida
1183,1055.0,salir,salida,salir,*salida* (salir)
1184,1056.0,llamar,llamó,,*llamó* (llamar)
1185,1057.0,volver,volveré,,*volveré* (volver)
1186,1058.0,usar,usa,,*usa* (usar)
1187,1059.0,gato,gato,,gato
1188,1060.0,hacer,hagan,,*hagan* (hacer)
1189,1061.0,dejar,dejes,,*dejes* (dejar)
1190,1062.0,doler,duele,,*duele* (doler)
1191,1063.0,venir,vengan,,*vengan* (venir)
1192,1064.0,crimen,crimen,,crimen
1193,1065.0,esperar,esperaba,,*esperaba* (esperar)
1194,1066.0,causa,causa,causa,causa
1195,1066.0,causar,causa,causar,*causa* (causar)
1196,1067.0,bar,bar,,bar
1197,1068.0,ser,seré,,*seré* (ser)
1198,1069.0,ocho,ocho,,ocho
1199,1070.0,temprano,temprano,,temprano
1200,1071.0,río,río,río,río
1201,1071.0,reír,río,reír,*río* (reír)
1202,1072.0,relación,relación,,relación
1203,1073.0,droga,drogas,,*drogas* (droga)
1204,1074.0,luz,luces,,*luces* (luz)
1205,1075.0,bromear,bromeando,,*bromeando* (bromear)
1206,1076.0,ojalá,ojalá,,ojalá
1207,1077.0,hablar,hablamos,,*hablamos* (hablar)
1208,1078.0,trabajar,trabaja,,*trabaja* (trabajar)
1209,1079.0,ir,irse,,*irse* (ir)
1210,1080.0,libro,libros,,*libros* (libro)
1211,1081.0,radio,radio,,radio
1212,1082.0,venir,vienes,,*vienes* (venir)
1213,1083.0,quedar,quedan,,*quedan* (quedar)
1214,1084.0,excepto,excepto,,excepto
1215,1085.0,brazo,brazo,,brazo
1216,1086.0,tomar,tome,,*tome* (tomar)
1217,1087.0,rojo,rojo,,rojo
1218,1088.0,conocido,conocido,conocido,conocido
1219,1088.0,conocer,conocido,conocer,*conocido* (conocer)
1220,1089.0,universidad,universidad,,universidad
1221,1090.0,investigación,investigación,,investigación
1222,1091.0,batalla,batalla,,batalla
